,text
964,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
965,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
966,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
967,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
968,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
969,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
970,RT user206  Patrick Ingram started his (amazing) talk by asking the audience to go to https://t.co/thGCZ42BRh to see who’s land we li…
971,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
972,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
973,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
974,"RT user210  I'm so glad for #disruptJMM and to see established mathematicians speaking up

Too often, harassing or inappropriate behavior fr…"
975,RT user172  Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s
976,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
977,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
978,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
979,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
980,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
981,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
982,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
983,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
984,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
985,"RT user112  On the heels of #disruptJMM you might be interested to know that the deadline for several PCMI summer programs were extended, i…"
986,RT user112  Thanks for sharing!  JMM sounds like it took a turn for the better this year.  #disruptJMM  More of us in maths ed might attend…
987,"RT user172  Emerald Stacy starts with a land acknowledgment and the fact that 8 out of 11,270 math &amp; stats PhD’s were awarded to pe…"
988,RT user172  Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s
989,RT user76  Hey #DisruptJMM (and now #disriptmath?) peeps!  Those of you who were interested in what we decided at the meeting rega…
990,RT user76  Hey #DisruptJMM (and now #disriptmath?) peeps!  Those of you who were interested in what we decided at the meeting rega…
991,"RT user246  “[C]arry some of this weight with me, so I can get back to thinking about math."" 🔥❤️🔥 #DisruptJMM https://t.co/QDuUh9q1…"
992,RT user76  Hey #DisruptJMM (and now #disriptmath?) peeps!  Those of you who were interested in what we decided at the meeting rega…
993,RT user75  Here's your reading list for when you go home and work on learning more. #disruptJMM #JMM2020 user10 https://t.co/5CkDrrXR…
994,"RT user75  Full house for user212 s talk ""Mathematics is Not Neutral"" #DisruptJMM user10 #JMM2020 https://t.co/0zYCKaSu5E"
995,RT user177  Well put. #DisruptJMM #DisruptMath https://t.co/ikQWAZ2ArR
996,RT user172  Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s
997,RT user172  Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s
998,RT user75  Here's your reading list for when you go home and work on learning more. #disruptJMM #JMM2020 user10 https://t.co/5CkDrrXR…
999,RT user70  Then and now: Della Dumbaugh and Hannah Fenster on being a mother and daughter duo of mathematicians #mathmamas #DisruptJMM #…
1000,"RT user75  In every class, there is a culture. If you're not being intentional about what you want the culture to be, then you can end up…"
1001,"RT user246  ""Citations are not a proxy for merit.""
And many more reasons why caring about diversity in our field does NOT make you…"
1002,RT user70  Then and now: Della Dumbaugh and Hannah Fenster on being a mother and daughter duo of mathematicians #mathmamas #DisruptJMM #…
1003,"RT user246  ""Citations are not a proxy for merit.""
And many more reasons why caring about diversity in our field does NOT make you…"
1004,RT user172  Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s
1005,"RT user246  ""Citations are not a proxy for merit.""
And many more reasons why caring about diversity in our field does NOT make you…"
1006,RT user158  LOVE the #DisruptJMM tag! Math is not ever neutral!
1007,"RT user307  Reading all of the #disruptjmm posts, I’m kind of bummed I didn’t go to JMM this year."
1008,RT user266  This is for those that aren't here as much as the ones that are here. #disruptJMM
1009,RT user9  “Remember that data are not neutral.” from user266 s talk on Calling Bull(shit) with R #disruptJMM https://t.co/…
1010,RT user172  Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s
1011,RT user172  Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s
1012,RT user75  Here's your reading list for when you go home and work on learning more. #disruptJMM #JMM2020 user10 https://t.co/5CkDrrXR…
1013,RT user75  Here's your reading list for when you go home and work on learning more. #disruptJMM #JMM2020 user10 https://t.co/5CkDrrXR…
1014,RT user153  Anyone at user10 working to #DisruptJMM: Become a FREE member of the Institute for the Quantitative Study of Inclus…
1015,RT user81  I love what people are doing to make the Joint Meetings and the mathematical community more inclusive.  We need a lot more.…
1016,"RT user70  What do you do when the speaker after you mentions references about objects you’ve worked on all your career, and pointedly f…"
1017,RT user205  I highly recommend reading this incredible woman’s statement. She read this at the beginning of her Number Theory talk. #Disrup…
1018,RT user246  This paragraph is a good accompaniment to  user172 s #DisruptJMM #DisruptMath intro this week. https://t.co/Gic…
1019,RT user172  Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s
1020,RT user3  I didn’t have a talk w slides so here’s my #DisruptJMM statement: Support matters. We have a real say in who stays and who…
1021,RT user172  Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s
1022,RT user337  A favorite #JMM2020 photo illustrates the joyfulness of Dr. Ulrica Wilson (user97 math prof) &amp; Dr. Karoline Pershe…
1023,"RT user246  “[C]arry some of this weight with me, so I can get back to thinking about math."" 🔥❤️🔥 #DisruptJMM"
1024,"RT user205  I’m heading to the airport, so I suppose #JMM2020 is really over. This was my favorite JMM ever. By far. Thank you user151 "
1025,RT user172  Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s
1026,"RT user143  Re-sharing as #DisruptJMM fades &amp; #DisruptMath emerges!

Direct link to #DisruptMaths presentation [#TMCNYC19]:
👉https…"
1027,RT user172  Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s
1028,RT user172  Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s
1029,RT user76  Hey #DisruptJMM (and now #disriptmath?) peeps!  Those of you who were interested in what we decided at the meeting rega…
1030,RT user76  Hey #DisruptJMM (and now #disriptmath?) peeps!  Those of you who were interested in what we decided at the meeting rega…
1031,"RT user75  Full house for user212 s talk ""Mathematics is Not Neutral"" #DisruptJMM user10 #JMM2020 https://t.co/0zYCKaSu5E"
1032,RT user172  Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s
1033,"RT user143  Re-sharing as #DisruptJMM fades &amp; #DisruptMath emerges!

Direct link to #DisruptMaths presentation [#TMCNYC19]:
👉https…"
1034,RT user172  Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s
1035,"RT user143  Re-sharing as #DisruptJMM fades &amp; #DisruptMath emerges!

Direct link to #DisruptMaths presentation [#TMCNYC19]:
👉https…"
1036,"RT user143  Re-sharing as #DisruptJMM fades &amp; #DisruptMath emerges!

Direct link to #DisruptMaths presentation [#TMCNYC19]:
👉https…"
1037,RT user172  Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s
1038,RT user70  Then and now: Della Dumbaugh and Hannah Fenster on being a mother and daughter duo of mathematicians #mathmamas #DisruptJMM #…
1039,"RT user143  Re-sharing as #DisruptJMM fades &amp; #DisruptMath emerges!

Direct link to #DisruptMaths presentation [#TMCNYC19]:
👉https…"
1040,RT user75  The stereotype of a mathematician is lawful neutral. BK identifies as chaotic good. #DisruptJMM
1041,RT user172  Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s
1042,RT user284  #JMM2020 is a busy time. But one has to make time for things that feed your soul. user13 talk was my souls dessert…
1043,RT user284  #JMM2020 is a busy time. But one has to make time for things that feed your soul. user13 talk was my souls dessert…
1044,"RT user143  Re-sharing as #DisruptJMM fades &amp; #DisruptMath emerges!

Direct link to #DisruptMaths presentation [#TMCNYC19]:
👉https…"
1045,"RT user143  Re-sharing as #DisruptJMM fades &amp; #DisruptMath emerges!

Direct link to #DisruptMaths presentation [#TMCNYC19]:
👉https…"
1046,RT user284  #JMM2020 is a busy time. But one has to make time for things that feed your soul. user13 talk was my souls dessert…
1047,RT user284  #JMM2020 is a busy time. But one has to make time for things that feed your soul. user13 talk was my souls dessert…
1048,"RT user143  Re-sharing as #DisruptJMM fades &amp; #DisruptMath emerges!

Direct link to #DisruptMaths presentation [#TMCNYC19]:
👉https…"
1049,"RT user210  I'm so glad for #disruptJMM and to see established mathematicians speaking up

Too often, harassing or inappropriate behavior fr…"
1050,RT user257  user212 “Privilege makes all of the structures and efforts needed to keep itself in place invisible ... at least…
1051,"RT user266  user129 user36 user212 I've heard rumors that JMM might mean January math meetings, so we can still use #…"
1052,RT user257  user212 “Privilege makes all of the structures and efforts needed to keep itself in place invisible ... at least…
1053,RT user158  LOVE the #DisruptJMM tag! Math is not ever neutral!
1054,RT user75  The stereotype of a mathematician is lawful neutral. BK identifies as chaotic good. #DisruptJMM
1055,RT user75  Here's your reading list for when you go home and work on learning more. #disruptJMM #JMM2020 user10 https://t.co/5CkDrrXR…
1056,RT user337  A favorite #JMM2020 photo illustrates the joyfulness of Dr. Ulrica Wilson (user97 math prof) &amp; Dr. Karoline Pershe…
1057,RT user257  user212 “Privilege makes all of the structures and efforts needed to keep itself in place invisible ... at least…
1058,RT user75  Waiting for shitty people to retire and/or die doesn't solve any problems for anyone. They're making new transphobes all the t…
1059,"RT user75  Advocate for systemic / institutional change if you are in a position to do so, but also, do the stuff that you immediately ca…"
1060,RT user211  Educators must be more than allies | Kelly Holstine https://t.co/Xl3acCMIKN via user83 user338 #ClearTheAir #i…
1061,RT user205  I highly recommend reading this incredible woman’s statement. She read this at the beginning of her Number Theory talk. #Disrup…
1062,"RT user75  ""I know a lot of mediocre white men in academia. There should thus be allowed to be a lot of mediocre people of color in acade…"
1063,RT user205  I highly recommend reading this incredible woman’s statement. She read this at the beginning of her Number Theory talk. #Disrup…
1064,RT user75  Kelly MacArthur now speaking about the ways she's worked to rehumanize exams in a big calculus course. If we're shifting our p…
1065,RT user266  AMS-AWM invited session on Mathematics and Motherhood starts with Emille Davies Lawrence who talked about creating an o…
1066,"RT user210  I'm so glad for #disruptJMM and to see established mathematicians speaking up

Too often, harassing or inappropriate behavior fr…"
1067,RT user172  Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s
1068,RT user284  #JMM2020 is a busy time. But one has to make time for things that feed your soul. user13 talk was my souls dessert…
1069,RT user205  I highly recommend reading this incredible woman’s statement. She read this at the beginning of her Number Theory talk. #Disrup…
1070,"RT user75  In every class, there is a culture. If you're not being intentional about what you want the culture to be, then you can end up…"
1071,RT user205  I highly recommend reading this incredible woman’s statement. She read this at the beginning of her Number Theory talk. #Disrup…
1072,"RT user246  “[C]arry some of this weight with me, so I can get back to thinking about math."" 🔥❤️🔥 #DisruptJMM"
1073,RT user172  Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s
1074,RT user284  #JMM2020 is a busy time. But one has to make time for things that feed your soul. user13 talk was my souls dessert…
1075,RT user266  AMS-AWM invited session on Mathematics and Motherhood starts with Emille Davies Lawrence who talked about creating an o…
1076,RT user205  I highly recommend reading this incredible woman’s statement. She read this at the beginning of her Number Theory talk. #Disrup…
1077,RT user172  Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s
1078,"RT user75  Panel on supporting trans and non-binary students. ""There are gonna be weird moments when someone needs something. Just do it,…"
1079,"RT user75  ""I know a lot of mediocre white men in academia. There should thus be allowed to be a lot of mediocre people of color in acade…"
1080,"RT user75  Full house for user212 s talk ""Mathematics is Not Neutral"" #DisruptJMM user10 #JMM2020 https://t.co/0zYCKaSu5E"
1081,"RT user70  I am hearing user266 ‘s powerful, emotional story about duo ethnography underlying many of our lives as #mathmamas #D…"
1082,RT user172  Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s
1083,RT user284  #JMM2020 is a busy time. But one has to make time for things that feed your soul. user13 talk was my souls dessert…
1084,RT user284  #JMM2020 is a busy time. But one has to make time for things that feed your soul. user13 talk was my souls dessert…
1085,RT user70  user266 Thank *you* for opening up so many amazing conversations here #DisruptJMM #JMM2020
1086,"RT user70  I am hearing user266 ‘s powerful, emotional story about duo ethnography underlying many of our lives as #mathmamas #D…"
1087,"RT user210  I'm so glad for #disruptJMM and to see established mathematicians speaking up

Too often, harassing or inappropriate behavior fr…"
1088,"RT user75  Big thanks to aBa Mbirika for a fun and beautiful talk reminding me and us all how fun and beautiful math is. 
#JMM2020 #Disru…"
1089,"RT user246  “[C]arry some of this weight with me, so I can get back to thinking about math."" 🔥❤️🔥 #DisruptJMM"
1090,RT user36  I like this take (read the thread) and I hope more privileged people can adapt this attitude when challenged. #DisruptJMM
1091,"RT user70  I am hearing user266 ‘s powerful, emotional story about duo ethnography underlying many of our lives as #mathmamas #D…"
1092,"RT user70  What do you do when the speaker after you mentions references about objects you’ve worked on all your career, and pointedly f…"
1093,"RT user75  It's wild to me, and it's a real mark of my privilege, that I don't know who the harassers are in my particular research commu…"
1094,RT user172  Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s
1095,RT user148  This brave important statement by user43 brings some focus of #DisruptJMM on sexual harassment. Mathematics col…
1096,RT user205  I highly recommend reading this incredible woman’s statement. She read this at the beginning of her Number Theory talk. #Disrup…
1097,RT user36  I like this take (read the thread) and I hope more privileged people can adapt this attitude when challenged. #DisruptJMM
1098,RT user36  I like this take (read the thread) and I hope more privileged people can adapt this attitude when challenged. #DisruptJMM
1099,RT user75  Waiting for shitty people to retire and/or die doesn't solve any problems for anyone. They're making new transphobes all the t…
1100,RT user172  Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s
1101,RT user172  Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s
1102,RT user266  AMS-AWM invited session on Mathematics and Motherhood starts with Emille Davies Lawrence who talked about creating an o…
1103,RT user172  Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s
1104,RT user172  Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s
1105,RT user266  AMS-AWM invited session on Mathematics and Motherhood starts with Emille Davies Lawrence who talked about creating an o…
1106,RT user148  This brave important statement by user43 brings some focus of #DisruptJMM on sexual harassment. Mathematics col…
1107,RT user172  Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s
1108,RT user36  I like this take (read the thread) and I hope more privileged people can adapt this attitude when challenged. #DisruptJMM
1109,RT user81  I love what people are doing to make the Joint Meetings and the mathematical community more inclusive.  We need a lot more.…
1110,RT user266  AMS-AWM invited session on Mathematics and Motherhood starts with Emille Davies Lawrence who talked about creating an o…
1111,RT user94  Harassment in mathematics is harmful for current and would-be mathematicians and also (though less important than the people h…
1112,"RT user75  How can allies best handle making mistakes? Know that you're human and give yourself grace. But also, guilt is a useful motiva…"
1113,RT user172  Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s
1114,RT user75  Waiting for shitty people to retire and/or die doesn't solve any problems for anyone. They're making new transphobes all the t…
1115,RT user172  Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s
1116,"RT user75  Advocate for systemic / institutional change if you are in a position to do so, but also, do the stuff that you immediately ca…"
1117,"RT user75  It's wild to me, and it's a real mark of my privilege, that I don't know who the harassers are in my particular research commu…"
1118,RT user75  Waiting for shitty people to retire and/or die doesn't solve any problems for anyone. They're making new transphobes all the t…
1119,"RT user246  “[C]arry some of this weight with me, so I can get back to thinking about math."" 🔥❤️🔥 #DisruptJMM"
1120,RT user81  I love what people are doing to make the Joint Meetings and the mathematical community more inclusive.  We need a lot more.…
1121,RT user172  Here it is. #DisruptJMM https://t.co/DdGBGsLBKe https://t.co/pIPCd6Nu9s
1122,RT user172  Here it is. #DisruptJMM https://t.co/pIPCd6Nu9s
1123,"RT user75  Panel on supporting trans and non-binary students. ""There are gonna be weird moments when someone needs something. Just do it,…"
1124,RT user266  AMS-AWM invited session on Mathematics and Motherhood starts with Emille Davies Lawrence who talked about creating an o…
1125,RT user266  AMS-AWM invited session on Mathematics and Motherhood starts with Emille Davies Lawrence who talked about creating an o…
1126,"RT user246  “[C]arry some of this weight with me, so I can get back to thinking about math."" 🔥❤️🔥 #DisruptJMM"
1127,RT user75  Kelly MacArthur now speaking about the ways she's worked to rehumanize exams in a big calculus course. If we're shifting our p…
1128,RT user75  The stereotype of a mathematician is lawful neutral. BK identifies as chaotic good. #DisruptJMM
