,tweet_id,sourcetweet_id,text,Self-organization,Building community,Broadening the counterpublic,Creating change in math,SJEDI,bipoc,gender,lgbtq,talk support,amplification,influencers,representation,thankful,emotional support,BC impact,SO impact,hashtags,indigenous,advocacy,CC impact,SJEDI impact,belonging,learning,virtual participation,power,math practice,strategic planning,conversation,humanize,allyship in math,math experience,jmm experience,futures,disrupteverything,economic,activation,current events,celebration,troll,beyond,Pre JMM 2020,JMM 2020,Inter JMM,JMM 2021,Post JMMs
341,1217757331036962816,1217681818268459009,"RT @frontLahn: If you're at #JMM2020, come to this panel on supporting trans and non-binary math students on Saturday morning! #DisruptJMM",True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
342,1217715551679676416,1217681818268459009,"RT @frontLahn: If you're at #JMM2020, come to this panel on supporting trans and non-binary math students on Saturday morning! #DisruptJMM",True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
343,1217697561110183938,1217674685518733313,RT @pwr2dppl: Another Cengage email!! Omg is @CengageLearning at #JMM2020 ?? Can we #DisruptJMM by glaring at Cengage until they UNSUBSCRIB…,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
344,1217687757021016065,1217681818268459009,"RT @frontLahn: If you're at #JMM2020, come to this panel on supporting trans and non-binary math students on Saturday morning! #DisruptJMM",True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
345,1217684020621799424,1217647255571689473,RT @RachelleDeCoste: @LoboWithACause Thank you for sharing this this morning. I was definitely challenged to think about what inclusion mea…,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
346,1217683312195452928,1217681818268459009,"RT @frontLahn: If you're at #JMM2020, come to this panel on supporting trans and non-binary math students on Saturday morning! #DisruptJMM",True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
347,1217682815048806400,1217487540225216514,RT @fra_berni: D&amp;I for the betterment of math without efforts to bring resources and give back to the marginalized communities individuals…,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
348,1217681971196780544,1217681818268459009,"RT @frontLahn: If you're at #JMM2020, come to this panel on supporting trans and non-binary math students on Saturday morning! #DisruptJMM…",True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
349,1217679182513262592,1217485787211665408,RT @mathyadriana: KEY things for us to think about. #JMM2020 #disruptjmm @LoboWithACause https://t.co/8eQFusG2UI,True,True,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
350,1217678517850312705,1217476295308779521,RT @thewordninja_bk: @pwr2dppl first citation of @JointMath in @LoboWithACause’s invited presentation. #DisruptJMM for moving diversity -&gt;…,True,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
351,1217678259523084289,1217476891508121601,RT @monsoon0: My first session at #JMM2020 has a proud tweet-banner by @pwr2dppl I am so looking forward to #DisruptJMM and to hearing @Lob…,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
352,1217677689043267584,1217480169092534273,RT @fra_berni: Dr Tsinnajinnie (@LoboWithACause) begins quoting @pwr2dppl’s tweet and blog post inviting attendees to #DisruptJMM. Follow t…,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
353,1217677203137290240,1217480284062404608,"RT @HthrLynnJ: A challenge from @LoboWithACause to consider “why” diversity and inclusion.
Reference to a blog post from @DingleTeach 
#dis…",True,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
354,1217677144559706113,1217482866646536193,RT @pwr2dppl: Important message/reminder from @LoboWithACause that loss of language is not some kind of natural occurrence. Loss of indigen…,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
355,1217677076234412037,1217485787211665408,RT @mathyadriana: KEY things for us to think about. #JMM2020 #disruptjmm @LoboWithACause https://t.co/8eQFusG2UI,True,True,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
356,1217677052960301057,1217487538660630531,"RT @HthrLynnJ: Challenge revisited, @LoboWithACause highlights the metaphor and encourages us to reflect on its implications:
“Welcome indi…",True,True,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
357,1217648407810060290,1217485769788612616,RT @mathprofcarrie: #DisruptJMM what does it mean when we say that we need to welcome marginalized communities into our community? The subt…,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
358,1217647069134979074,1217477479369146369,"RT @mathyadriana: The awesome @mathprofcarrie introduces @LoboWithACause , with a call to acknowledge the stolen lands we’re on and to #dis…",True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
359,1217647011278868480,1217484892323360774,"RT @mathprofcarrie: To what extent are we using diversity to get more workforce, which is still about  assimilation and exploitation and st…",False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
360,1217617742221791232,1217487967738105856,"RT @pwr2dppl: Yo, @LoboWithACause is delivering 🔥 and 🗡️ but in a voice that sounds like 🕊️ #JMM2020 #DisruptJMM",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
361,1217614146562338816,1217485769788612616,RT @mathprofcarrie: #DisruptJMM what does it mean when we say that we need to welcome marginalized communities into our community? The subt…,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
